Layer,Layer_Description,City,Country,Latitude,Longitude,Date,Moisture_Percent,Status,Description,Recommendation,Current_Percent,Average_Percent,Min_Percent,Max_Percent
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Porto-Novo,Benin,6.4969,2.6289,2025-02-15,10.05,dry,Sol sec,Irrigation recommandée,10.02,9.98,9.69,10.57
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Porto-Novo,Benin,6.4969,2.6289,2025-02-15,10.02,dry,Sol sec,Irrigation recommandée,10.02,9.98,9.69,10.57
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.88,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.88,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.89,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.89,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.91,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.91,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.88,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.84,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.8,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.82,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-01,27.83,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-02,27.84,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-02,27.85,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-02,27.85,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-02,27.84,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-02,27.78,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-02,27.76,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-02,27.77,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-02,27.77,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-03,27.78,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-03,27.79,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-03,27.81,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-03,27.8,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-03,27.75,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-03,27.72,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-03,27.72,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-03,27.73,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-04,27.73,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-04,27.75,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-04,27.76,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-04,27.75,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-04,27.7,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-04,27.67,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-04,27.67,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-04,27.67,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-05,27.68,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-05,27.7,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-05,27.68,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-05,27.66,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-05,27.62,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-05,27.59,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-05,27.6,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-05,27.61,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-06,27.61,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-06,27.62,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-06,27.62,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-06,27.62,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-06,27.57,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-06,27.55,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-06,27.55,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-06,27.55,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-07,27.57,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-07,27.58,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-07,27.59,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-07,27.57,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-07,27.54,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-07,27.5,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-07,27.48,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-07,27.5,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-08,27.51,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-08,27.51,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-08,27.5,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-08,27.5,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-08,27.45,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-08,27.43,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-08,27.42,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-08,27.44,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-09,27.45,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-09,27.46,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-09,27.46,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-09,27.45,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-09,27.42,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-09,27.38,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-09,27.38,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-09,27.38,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-10,27.39,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-10,27.41,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-10,27.4,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-10,27.39,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-10,27.36,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-10,27.33,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-10,27.33,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-10,27.34,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-11,27.34,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-11,27.36,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-11,27.36,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-11,27.35,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-11,27.32,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-11,27.29,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-11,27.29,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-11,27.3,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-12,27.3,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-12,27.31,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-12,27.32,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-12,27.3,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-12,27.27,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-12,27.24,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-12,27.22,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-12,27.22,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-13,27.24,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-13,27.26,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-13,27.24,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-13,27.23,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-13,27.18,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-13,27.16,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-13,27.16,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-13,27.16,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-14,27.18,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-14,27.2,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-14,27.2,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-14,27.19,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-14,27.14,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-14,27.11,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-14,27.12,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-14,27.12,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-15,27.2,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-15,27.26,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-15,27.26,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-15,27.24,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-15,27.18,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-15,27.14,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-15,27.12,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-15,27.13,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-16,27.24,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-16,27.33,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-16,27.24,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-16,27.22,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-16,27.15,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-16,27.11,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-16,27.1,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-16,27.11,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-17,27.16,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-17,27.2,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-17,27.2,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
sm_rootzone,Humidité du sol en zone racinaire (0-100cm),Parakou,Benin,9.3372,2.6103,2025-01-17,27.17,moderate,Humidité modérée,"Surveiller, irrigation possible",25.65,26.79,25.65,27.91
